,CASENO,OFFENSE,CVLEGEND,BLKADDR,City,State,Day,Lat,Lon,timestamp,RATING
1240,17068107,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1100 WALNUT ST,Berkeley,CA,Saturday,37.887961,-122.269822,2017-11-04 07:00:00,4
1246,17053276,ASSAULT/BATTERY MISD.,ASSAULT,1300 ROSE ST,Berkeley,CA,Wednesday,37.876897,-122.28868,2017-09-06 02:00:00,4
1251,18004353,DISTURBANCE,DISORDERLY CONDUCT,CHANNING WAY & BOWDITCH ST,Berkeley,CA,Monday,37.867209,-122.256554,2018-01-22 07:35:00,3
1266,18006223,THEFT FROM PERSON,LARCENY,1700 FOURTH ST,Berkeley,CA,Wednesday,37.871268,-122.30106,2018-01-31 11:30:00,5
1268,17054901,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1700 SAN PABLO AVE,Berkeley,CA,Tuesday,37.87325,-122.293558,2017-09-05 13:00:00,4
1273,17063720,ASSAULT/BATTERY MISD.,ASSAULT,ALLSTON WAY & HAROLD WAY,Berkeley,CA,Friday,37.8692,-122.269308,2017-10-20 16:11:00,4
1274,17071394,THEFT FROM AUTO,LARCENY - FROM VEHICLE,HEARST AVENUE & EIGHTH ST,Berkeley,CA,Wednesday,37.869746,-122.295968,2017-11-22 21:00:00,4
1276,17047773,THEFT FELONY (OVER $950),LARCENY,2800 ADELINE ST,Berkeley,CA,Monday,37.858079,-122.268016,2017-08-14 20:14:00,3
1278,17092049,THEFT FELONY (OVER $950),LARCENY,2300 BLAKE ST,Berkeley,CA,Tuesday,37.863646,-122.262822,2017-10-10 21:00:00,3
1285,17054146,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,3000 TELEGRAPH AVE,Berkeley,CA,Saturday,37.855435,-122.259841,2017-09-09 07:38:00,1
1286,17068900,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AVENUE & CHAUCER ST,Berkeley,CA,Sunday,37.863637,-122.290454,2017-11-12 02:10:00,1
1291,17072352,THEFT FELONY (OVER $950),LARCENY,2700 MILVIA ST,Berkeley,CA,Tuesday,37.860225,-122.269453,2017-11-28 15:36:00,3
1299,18002127,ASSAULT/BATTERY FEL.,ASSAULT,1900 CENTER ST,Berkeley,CA,Thursday,37.869685,-122.272804,2018-01-11 19:28:00,5
1302,18003329,ASSAULT/BATTERY MISD.,ASSAULT,3300 CALIFORNIA ST,Berkeley,CA,Wednesday,37.847838,-122.275741,2018-01-17 11:50:00,4
1304,17059303,DISTURBANCE,DISORDERLY CONDUCT,2500 DURANT AVE,Berkeley,CA,Saturday,37.867852,-122.258699,2017-09-30 22:50:00,3
1309,17069946,DISTURBANCE,DISORDERLY CONDUCT,1000 UNIVERSITY AVE,Berkeley,CA,Friday,37.868641,-122.29415,2017-11-17 02:02:00,3
1318,17058713,ASSAULT/BATTERY MISD.,ASSAULT,2300 JEFFERSON AVE,Berkeley,CA,Thursday,37.866265,-122.278162,2017-09-28 18:10:00,4
1321,17078241,SEXUAL ASSAULT MISD.,SEX CRIME,2400 ASHBY AVE,Berkeley,CA,Tuesday,37.856111,-122.260248,2017-12-19 00:00:00,4
1322,17058039,ASSAULT/BATTERY MISD.,ASSAULT,2200 SHATTUCK AVE,Berkeley,CA,Monday,37.869363,-122.268028,2017-09-25 14:56:00,4
1323,17059826,DISTURBANCE,DISORDERLY CONDUCT,2500 TENTH ST,Berkeley,CA,Sunday,37.860858,-122.290733,2017-09-03 08:00:00,3
1325,17064163,THEFT FROM AUTO,LARCENY - FROM VEHICLE,900 UNIVERSITY AVE,Berkeley,CA,Sunday,37.868273,-122.295963,2017-10-22 03:50:00,4
1326,17072566,DISTURBANCE,DISORDERLY CONDUCT,2000 CENTER ST,Berkeley,CA,Wednesday,37.869973,-122.270557,2017-11-29 16:10:00,3
1331,18002551,ARSON,ARSON,SACRAMENTO STREET & ALCATRAZ AVE,Berkeley,CA,Saturday,37.847908,-122.277685,2018-01-13 15:13:00,5
1333,17054866,ROBBERY,ROBBERY,2800 PARK ST,Berkeley,CA,Wednesday,37.855964,-122.283114,2017-09-06 08:00:00,3
1334,17051877,THEFT FELONY (OVER $950),LARCENY,1500 SHATTUCK AVE,Berkeley,CA,Wednesday,37.880227,-122.26936,2017-08-23 14:00:00,3
1335,17072797,ASSAULT/BATTERY MISD.,ASSAULT,1300 ADDISON ST,Berkeley,CA,Thursday,37.868913,-122.28608,2017-11-30 18:30:00,4
1336,17059406,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1900 PARKER ST,Berkeley,CA,Saturday,37.861571,-122.271722,2017-09-30 19:00:00,4
1338,18000463,ARSON,ARSON,1300 HARMON ST,Berkeley,CA,Tuesday,37.848357,-122.281521,2018-01-02 21:00:00,5
1340,17075973,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1500 WOOLSEY ST,Berkeley,CA,Thursday,37.85062,-122.278313,2017-12-14 22:00:00,4
1342,17064801,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,Berkeley,CA,Tuesday,37.871167,-122.268285,2017-10-24 08:56:00,4
1345,17053714,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Thursday,37.873687,-122.268616,2017-09-07 19:30:00,3
1347,17060457,ASSAULT/BATTERY FEL.,ASSAULT,2300 CARLETON ST,Berkeley,CA,Friday,37.861887,-122.262292,2017-10-06 09:10:00,5
1350,18007558,THEFT FELONY (OVER $950),LARCENY,1500 ALCATRAZ AVE,Berkeley,CA,Friday,37.847908,-122.277685,2018-02-02 12:00:00,3
1351,17058839,THEFT FROM AUTO,LARCENY - FROM VEHICLE,3000 SACRAMENTO ST,Berkeley,CA,Thursday,37.853275,-122.279078,2017-09-28 07:31:00,4
1353,17092168,THEFT FELONY (OVER $950),LARCENY,2100 DWIGHT WAY,Berkeley,CA,Friday,37.863977,-122.267307,2017-10-27 22:12:00,3
1355,17078566,ROBBERY,ROBBERY,1000 GILMAN ST,Berkeley,CA,Thursday,37.88015,-122.297446,2017-12-28 21:35:00,3
1361,18002005,THEFT FELONY (OVER $950),LARCENY,1800 WOOLSEY ST,Berkeley,CA,Thursday,37.851324,-122.272873,2018-01-11 08:13:00,3
1368,18006599,ASSAULT/BATTERY FEL.,ASSAULT,3100 ELLIS ST,Berkeley,CA,Friday,37.852066,-122.272994,2018-02-02 10:37:00,5
1373,17052488,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,UNIVERSITY AVENUE & BONAR ST,Berkeley,CA,Saturday,37.869642,-122.287492,2017-09-02 21:13:00,1
1375,17092495,THEFT FELONY (OVER $950),LARCENY,2000 ALLSTON WAY,Berkeley,CA,Friday,37.869096,-122.270137,2017-12-01 17:15:00,3
1377,17068641,ASSAULT/BATTERY FEL.,ASSAULT,2500 TELEGRAPH AVE,Berkeley,CA,Friday,37.865009,-122.258767,2017-11-10 22:42:00,5
1380,17055473,MUNICIPAL CODE,ALL OTHER OFFENSES,BANCROFT WAY & BARROWS LN,Berkeley,CA,Thursday,37.868818,-122.258365,2017-09-14 20:22:00,1
1381,17078182,ROBBERY,ROBBERY,2200 SHATTUCK AVE,Berkeley,CA,Wednesday,37.869363,-122.268028,2017-12-27 00:45:00,3
1383,17075065,ASSAULT/BATTERY MISD.,ASSAULT,2000 VIRGINIA ST,Berkeley,CA,Sunday,37.876297,-122.27124,2017-12-10 19:30:00,4
1386,17063450,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1700 SAN PABLO AVE,Berkeley,CA,Thursday,37.87325,-122.293558,2017-10-19 15:23:00,1
1388,17077858,MISSING ADULT,MISSING PERSON,2400 ASHBY AVE,Berkeley,CA,Sunday,37.856111,-122.260248,2017-12-24 15:38:00,4
1390,18001562,ASSAULT/BATTERY MISD.,ASSAULT,2600 DWIGHT WAY,Berkeley,CA,Sunday,37.86542,-122.25618,2017-12-31 11:45:00,4
1397,17064292,DISTURBANCE,DISORDERLY CONDUCT,2100 SHATTUCK AVE,Berkeley,CA,Sunday,37.871167,-122.268285,2017-10-22 20:52:00,3
1399,17075851,SEXUAL ASSAULT MISD.,SEX CRIME,1900 CENTER ST,Berkeley,CA,Wednesday,37.869685,-122.272804,2017-12-13 16:15:00,4
1402,17068361,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,OXFORD STREET & UNIVERSITY AVE,Berkeley,CA,Thursday,37.872472,-122.266164,2017-11-09 17:30:00,1
1407,18006269,ASSAULT/BATTERY MISD.,ASSAULT,2100 KITTREDGE ST,Berkeley,CA,Wednesday,37.868512,-122.26781,2018-01-31 18:16:00,4
1416,18006745,DISTURBANCE,DISORDERLY CONDUCT,3200 ADELINE ST,Berkeley,CA,Friday,37.850345,-122.270911,2018-02-02 19:51:00,3
1420,18001482,DISTURBANCE,DISORDERLY CONDUCT,2000 SAN PABLO AVE,Berkeley,CA,Sunday,37.868845,-122.29214,2018-01-07 09:55:00,3
1424,18006266,MISSING JUVENILE,MISSING PERSON,1800 FIFTH ST,Berkeley,CA,Saturday,37.870231,-122.299624,2018-01-20 09:00:00,4
1425,17060991,ROBBERY,ROBBERY,2100 CENTER ST,Berkeley,CA,Sunday,37.870308,-122.26805,2017-10-08 18:18:00,3
1427,17091896,DISTURBANCE,DISORDERLY CONDUCT,2600 BANCROFT WAY,Berkeley,CA,Wednesday,37.869031,-122.256611,2017-09-20 19:08:00,3
1437,17050448,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1800 UNIVERSITY AVE,Berkeley,CA,Friday,37.871246,-122.274991,2017-08-25 22:04:00,1
1439,17067887,ASSAULT/BATTERY MISD.,ASSAULT,1700 ALCATRAZ AVE,Berkeley,CA,Tuesday,37.848536,-122.272986,2017-11-07 17:30:00,4
1440,17063807,THEFT FELONY (OVER $950),LARCENY,SEVENTH STREET & PARDEE ST,Berkeley,CA,Friday,37.856073,-122.292735,2017-10-20 21:43:00,3
1442,17092475,THEFT FELONY (OVER $950),LARCENY,2400 SHATTUCK AVE,Berkeley,CA,Monday,37.865772,-122.267643,2017-11-27 15:00:00,3
1443,17069895,ROBBERY,ROBBERY,2900 REGENT ST,Berkeley,CA,Thursday,37.857787,-122.257013,2017-11-16 20:00:00,3
1450,17061352,ASSAULT/BATTERY MISD.,ASSAULT,1300 ROSE ST,Berkeley,CA,Tuesday,37.876897,-122.28868,2017-10-10 13:20:00,4
1458,17053028,ASSAULT/BATTERY MISD.,ASSAULT,THE ALAMEDA & MONTEREY AVE,Berkeley,CA,Tuesday,37.888089,-122.27635,2017-09-05 09:14:00,4
1466,17077036,THEFT FELONY (OVER $950),LARCENY,2400 SHATTUCK AVE,Berkeley,CA,Wednesday,37.865772,-122.267643,2017-12-20 15:45:00,3
1467,18002124,ROBBERY,ROBBERY,ETNA STREET & DERBY ST,Berkeley,CA,Thursday,37.862203,-122.252443,2018-01-11 18:30:00,3
1468,18003036,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1500 LA LOMA AVE,Berkeley,CA,Monday,37.881849,-122.258126,2018-01-15 21:00:00,4
1473,17062858,DISTURBANCE,DISORDERLY CONDUCT,2100 OXFORD ST,Berkeley,CA,Tuesday,37.87091,-122.265993,2017-10-17 05:25:00,3
1476,17061393,DISTURBANCE,DISORDERLY CONDUCT,2400 SHATTUCK AVE,Berkeley,CA,Wednesday,37.865772,-122.267643,2017-09-13 14:00:00,3
1477,17092496,THEFT FELONY (OVER $950),LARCENY,2400 ASHBY AVE,Berkeley,CA,Friday,37.856111,-122.260248,2017-12-08 09:45:00,3
1478,18003955,SEXUAL ASSAULT FEL.,SEX CRIME,2300 WARRING ST,Berkeley,CA,Saturday,37.869137,-122.250908,2018-01-20 00:00:00,5
1482,17071313,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AVENUE & KITTREDGE ST,Berkeley,CA,Thursday,37.868489,-122.26795,2017-11-23 02:07:00,1
1484,17091777,THEFT FELONY (OVER $950),LARCENY,2200 PROSPECT ST,Berkeley,CA,Wednesday,37.869892,-122.250422,2017-08-30 22:30:00,3
1488,17066576,ROBBERY,ROBBERY,1900 CENTER ST,Berkeley,CA,Wednesday,37.869685,-122.272804,2017-11-01 20:30:00,3
1490,18004343,ARSON,ARSON,1600 SIXTY-SECOND ST,Berkeley,CA,Monday,37.872599,-122.303889,2018-01-22 02:58:00,5
1491,17052818,SEXUAL ASSAULT FEL.,SEX CRIME,2300 TELEGRAPH AVE,Berkeley,CA,Monday,37.868714,-122.259189,2017-09-04 05:00:00,5
1492,17068341,DISTURBANCE,DISORDERLY CONDUCT,OXFORD STREET & HEARST AVE,Berkeley,CA,Thursday,37.874145,-122.266225,2017-11-09 16:10:00,3
1503,17072551,THEFT FELONY (OVER $950),LARCENY,1800 SAN PABLO AVE,Berkeley,CA,Wednesday,37.871402,-122.292965,2017-11-29 11:46:00,3
1508,17071888,ASSAULT/BATTERY FEL.,ASSAULT,2300 ACTON ST,Berkeley,CA,Sunday,37.865349,-122.28377,2017-11-26 06:00:00,5
1523,18004284,DISTURBANCE,DISORDERLY CONDUCT,UNIVERSITY AVENUE & SIXTH ST,Berkeley,CA,Sunday,37.867926,-122.297664,2018-01-21 17:57:00,3
1525,17077726,DISTURBANCE,DISORDERLY CONDUCT,ASHBY AVENUE & ADELINE ST,Berkeley,CA,Saturday,37.854732,-122.26898,2017-12-23 20:08:00,3
1528,17078305,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2700 REGENT ST,Berkeley,CA,Tuesday,37.861573,-122.257452,2017-12-26 22:30:00,4
1529,17065900,THEFT FELONY (OVER $950),LARCENY,2400 STUART ST,Berkeley,CA,Sunday,37.859539,-122.259172,2017-10-22 12:30:00,3
1532,18007091,ROBBERY,ROBBERY,1900 NINTH ST,Berkeley,CA,Sunday,37.869921,-122.294825,2018-02-04 05:56:00,3
1536,18006480,ASSAULT/BATTERY MISD.,ASSAULT,TELEGRAPH AVENUE & PARKER ST,Berkeley,CA,Thursday,37.863272,-122.258656,2018-02-01 19:34:00,4
1538,17050384,DISTURBANCE,DISORDERLY CONDUCT,1200 HASKELL ST,Berkeley,CA,Friday,37.850541,-122.286037,2017-08-25 17:13:00,3
1549,17092081,THEFT FELONY (OVER $950),LARCENY,2700 DURANT AVE,Berkeley,CA,Thursday,37.868352,-122.254459,2017-10-12 20:50:00,3
1553,17070941,THEFT FELONY (OVER $950),LARCENY,2900 HILLEGASS AVE,Berkeley,CA,Monday,37.858165,-122.255687,2017-11-20 21:00:00,3
1555,17060760,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Saturday,37.873687,-122.268616,2017-10-07 13:50:00,3
1559,17062491,SEXUAL ASSAULT MISD.,SEX CRIME,1100 BANCROFT WAY,Berkeley,CA,Sunday,37.864677,-122.290292,2017-10-15 13:30:00,4
1561,18006027,ASSAULT/BATTERY MISD.,ASSAULT,1100 DWIGHT WAY,Berkeley,CA,Tuesday,37.861107,-122.289485,2018-01-30 12:28:00,4
1564,17076004,SEXUAL ASSAULT FEL.,SEX CRIME,1200 HASKELL ST,Berkeley,CA,Thursday,37.850541,-122.286037,2017-11-30 08:00:00,5
1565,17050979,ASSAULT/BATTERY MISD.,ASSAULT,SECOND STREET & JONES ST,Berkeley,CA,Monday,37.874369,-122.304473,2017-08-28 08:10:00,4
1566,17092489,THEFT FELONY (OVER $950),LARCENY,2400 WARRING ST,Berkeley,CA,Monday,37.867708,-122.250801,2017-11-27 14:33:00,3
1569,17068210,DISTURBANCE,DISORDERLY CONDUCT,1500 SHATTUCK AVE,Berkeley,CA,Thursday,37.880227,-122.26936,2017-11-09 07:20:00,3
1571,17053925,DISTURBANCE,DISORDERLY CONDUCT,1300 BERKELEY WAY,Berkeley,CA,Monday,37.870592,-122.286613,2017-08-21 08:00:00,3
1573,18007154,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2700 GARBER ST,Berkeley,CA,Thursday,37.86066,-122.253407,2018-02-01 08:00:00,4
1575,17054182,DISTURBANCE,DISORDERLY CONDUCT,HEARST AVENUE & BONITA AVE,Berkeley,CA,Saturday,37.873454,-122.27209,2017-09-09 10:13:00,3
1577,18090231,THEFT FELONY (OVER $950),LARCENY,1900 DWIGHT WAY,Berkeley,CA,Friday,37.863353,-122.272097,2018-01-26 17:30:00,3
1579,17050144,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Thursday,37.873687,-122.268616,2017-08-24 17:20:00,3
1584,17060413,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SAN PABLO AVENUE & CHAUCER ST,Berkeley,CA,Friday,37.863637,-122.290454,2017-10-06 02:39:00,1
1590,18000690,ASSAULT/BATTERY MISD.,ASSAULT,2300 TELEGRAPH AVE,Berkeley,CA,Thursday,37.868714,-122.259189,2018-01-04 09:30:00,4
1593,17073621,ROBBERY,ROBBERY,100 BRET HARTE RD,Berkeley,CA,Monday,37.89008,-122.260506,2017-12-04 10:05:00,3
1594,18006475,DISTURBANCE,DISORDERLY CONDUCT,1200 ALBINA AVE,Berkeley,CA,Thursday,37.88241,-122.283711,2018-02-01 18:33:00,3
1604,17062309,DISTURBANCE,DISORDERLY CONDUCT,2500 DURANT AVE,Berkeley,CA,Saturday,37.867852,-122.258699,2017-10-14 20:00:00,3
1609,18003688,DISTURBANCE,DISORDERLY CONDUCT,BANCROFT WAY & MILVIA ST,Berkeley,CA,Thursday,37.867291,-122.270245,2018-01-18 22:34:00,3
1612,17059572,BRANDISHING,WEAPONS OFFENSE,1800 MILVIA ST,Berkeley,CA,Monday,37.874489,-122.271072,2017-10-02 11:30:00,5
1614,18005308,DISTURBANCE,DISORDERLY CONDUCT,2100 UNIVERSITY AVE,Berkeley,CA,Friday,37.872175,-122.267835,2018-01-26 14:07:00,3
1623,17069092,ASSAULT/BATTERY MISD.,ASSAULT,2100 ALLSTON WAY,Berkeley,CA,Monday,37.86939,-122.267883,2017-11-13 07:45:00,4
1626,18007560,MISSING ADULT,MISSING PERSON,1900 STUART ST,Berkeley,CA,Tuesday,37.857951,-122.271494,2018-02-06 12:22:00,4
1630,17062432,ROBBERY,ROBBERY,3200 ADELINE ST,Berkeley,CA,Sunday,37.850345,-122.270911,2017-10-15 08:14:00,3
1635,17052317,DISTURBANCE,DISORDERLY CONDUCT,1100 DELAWARE ST,Berkeley,CA,Saturday,37.871689,-122.292898,2017-09-02 05:00:00,3
1636,17064785,SEXUAL ASSAULT FEL.,SEX CRIME,900 HILLDALE AVE,Berkeley,CA,Wednesday,37.895849,-122.263428,2017-10-25 02:43:00,5
1637,17092502,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2500 CHILTON WAY,Berkeley,CA,Thursday,37.864101,-122.25956,2017-12-14 19:16:00,4
1638,17091691,THEFT FELONY (OVER $950),LARCENY,1800 ALCATRAZ AVE,Berkeley,CA,Friday,37.848854,-122.270569,2017-08-25 21:00:00,3
1639,17053090,BRANDISHING,WEAPONS OFFENSE,1500 DERBY ST,Berkeley,CA,Tuesday,37.858867,-122.278992,2017-09-05 15:30:00,5
1643,17062117,ROBBERY,ROBBERY,UNIVERSITY AVENUE & WALNUT ST,Berkeley,CA,Friday,37.872384,-122.266866,2017-10-13 22:50:00,3
1645,17052435,THEFT FELONY (OVER $950),LARCENY,RUSSELL STREET & NEWBURY ST,Berkeley,CA,Saturday,37.856614,-122.267596,2017-09-02 16:50:00,3
1647,17049021,ROBBERY,ROBBERY,2400 PROSPECT ST,Berkeley,CA,Sunday,37.867717,-122.249901,2017-08-20 00:50:00,3
1652,18002572,ROBBERY,ROBBERY,2500 BANCROFT WAY,Berkeley,CA,Saturday,37.868722,-122.259123,2018-01-13 17:00:00,3
1653,18000737,MISSING ADULT,MISSING PERSON,2200 EUNICE ST,Berkeley,CA,Wednesday,37.885934,-122.267691,2018-01-03 15:00:00,4
1654,17056525,THEFT FROM AUTO,LARCENY - FROM VEHICLE,200 MARINA BLVD,Berkeley,CA,Tuesday,37.868667,-122.313656,2017-09-19 07:00:00,4
1664,17074857,THEFT FELONY (OVER $950),LARCENY,2300 PIEDMONT AVE,Berkeley,CA,Saturday,37.869839,-122.252365,2017-12-09 16:43:00,3
1676,17062154,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,ASHBY AVENUE & ACTON ST,Berkeley,CA,Saturday,37.853201,-122.281394,2017-10-14 01:01:00,1
1679,17071692,GUN/WEAPON,WEAPONS OFFENSE,1600 SIXTY-SECOND ST,Berkeley,CA,Saturday,37.872599,-122.303889,2017-11-25 03:00:00,5
1680,17091904,THEFT FELONY (OVER $950),LARCENY,2728 CHANNING WAY,Berkeley,CA,Wednesday,37.867645,-122.252869,2017-09-20 23:25:00,3
1682,17074431,ASSAULT/BATTERY FEL.,ASSAULT,1200 ASHBY AVE,Berkeley,CA,Thursday,37.852211,-122.286336,2017-12-07 21:30:00,5
1684,17078147,THEFT FELONY (OVER $950),LARCENY,2200 SHATTUCK AVE,Berkeley,CA,Monday,37.869363,-122.268028,2017-12-25 21:30:00,3
1688,17056610,BRANDISHING,WEAPONS OFFENSE,HEARST AVENUE & CALIFORNIA ST,Berkeley,CA,Tuesday,37.872435,-122.279988,2017-09-19 17:00:00,5
1689,17056130,SEXUAL ASSAULT FEL.,SEX CRIME,UNIVERSITY AVENUE & W FRONTAGE RD,Berkeley,CA,Saturday,37.866265,-122.305592,2017-09-16 04:00:00,5
1690,17070836,ASSAULT/BATTERY MISD.,ASSAULT,2300 CHANNING WAY,Berkeley,CA,Monday,37.866327,-122.263359,2017-11-20 23:09:00,4
1692,17051338,ASSAULT/BATTERY FEL.,ASSAULT,2200 ACTON ST,Berkeley,CA,Tuesday,37.866924,-122.283899,2017-08-29 17:00:00,5
1699,17071039,SEXUAL ASSAULT FEL.,SEX CRIME,2400 ASHBY AVE,Berkeley,CA,Monday,37.856111,-122.260248,2017-11-20 04:00:00,5
1702,18000968,THEFT FELONY (OVER $950),LARCENY,2600 TELEGRAPH AVE,Berkeley,CA,Friday,37.862927,-122.258784,2018-01-05 15:40:00,3
1703,17074958,ASSAULT/BATTERY MISD.,ASSAULT,2500 HASTE ST,Berkeley,CA,Sunday,37.866025,-122.258623,2017-12-10 05:59:00,4
1704,17059605,DISTURBANCE,DISORDERLY CONDUCT,1800 HOPKINS ST,Berkeley,CA,Monday,37.88427,-122.276737,2017-10-02 12:03:00,3
1705,17065288,DISTURBANCE,DISORDERLY CONDUCT,1000 GILMAN ST,Berkeley,CA,Friday,37.88015,-122.297446,2017-10-27 07:06:00,3
1707,17057998,ROBBERY,ROBBERY,1900 FOURTH ST,Berkeley,CA,Monday,37.868281,-122.300102,2017-09-25 12:01:00,3
1709,17055493,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AVENUE & UNIVERSITY AVE,Berkeley,CA,Thursday,37.872185,-122.268407,2017-09-14 22:34:00,3
1718,17064783,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SIXTH STREET & UNIVERSITY AVE,Berkeley,CA,Wednesday,37.867926,-122.297664,2017-10-25 02:07:00,1
1720,18004656,ROBBERY,ROBBERY,1900 RUSSELL ST,Berkeley,CA,Tuesday,37.856132,-122.271292,2018-01-23 20:15:00,3
1724,17076862,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,Berkeley,CA,Tuesday,37.873687,-122.268616,2017-12-19 17:36:00,3
1725,17063715,ASSAULT/BATTERY MISD.,ASSAULT,2000 ALLSTON WAY,Berkeley,CA,Friday,37.869096,-122.270137,2017-10-20 16:10:00,4
1729,17048102,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2400 HILLSIDE AVE,Berkeley,CA,Sunday,37.867373,-122.249515,2017-08-13 00:40:00,4
1737,17055930,DISTURBANCE,DISORDERLY CONDUCT,800 CEDAR ST,Berkeley,CA,Saturday,37.873865,-122.300777,2017-09-16 14:45:00,3
1746,17063381,ASSAULT/BATTERY MISD.,ASSAULT,2600 ASHBY AVE,Berkeley,CA,Thursday,37.856755,-122.255248,2017-10-19 10:49:00,4
1748,18090071,THEFT FELONY (OVER $950),LARCENY,1500 BELVEDERE AVE,Berkeley,CA,Saturday,37.876667,-122.290016,2018-01-06 23:10:00,3
1749,17076395,ROBBERY,ROBBERY,1200 UNIVERSITY AVE,Berkeley,CA,Saturday,37.869385,-122.28953,2017-12-16 23:54:00,3
1750,17070007,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 ADDISON ST,Berkeley,CA,Thursday,37.868913,-122.28608,2017-11-16 16:30:00,4
1752,17054974,THEFT FROM PERSON,LARCENY,2100 VINE ST,Berkeley,CA,Tuesday,37.880266,-122.269032,2017-09-12 15:40:00,5
1755,17055795,DISTURBANCE,DISORDERLY CONDUCT,2800 ADELINE ST,Berkeley,CA,Friday,37.858079,-122.268016,2017-09-15 23:36:00,3
1757,18003692,DISTURBANCE,DISORDERLY CONDUCT,ALLSTON WAY & MILVIA ST,Berkeley,CA,Thursday,37.869057,-122.270463,2018-01-18 23:01:00,3
1760,17062871,ASSAULT/BATTERY MISD.,ASSAULT,2400 STUART ST,Berkeley,CA,Monday,37.859539,-122.259172,2017-10-16 10:50:00,4
1765,17066301,MUNICIPAL CODE,ALL OTHER OFFENSES,ALLSTON WAY & SHATTUCK AVE,Berkeley,CA,Tuesday,37.86939,-122.267883,2017-10-31 17:57:00,1
1767,17067754,ROBBERY,ROBBERY,2300 TELEGRAPH AVE,Berkeley,CA,Tuesday,37.868714,-122.259189,2017-11-07 06:30:00,3
1769,18003878,ROBBERY,ROBBERY,1900 ASHBY AVE,Berkeley,CA,Friday,37.854286,-122.271015,2018-01-19 19:50:00,3
1770,17092289,THEFT FELONY (OVER $950),LARCENY,2500 PIEDMONT AVE,Berkeley,CA,Wednesday,37.865868,-122.251595,2017-11-08 08:40:00,3
1771,18090180,DISTURBANCE,DISORDERLY CONDUCT,1900 BERRYMAN ST,Berkeley,CA,Sunday,37.883285,-122.274145,2018-01-21 12:39:00,3
1786,17076219,GUN/WEAPON,WEAPONS OFFENSE,100 SEAWALL DR,Berkeley,CA,Saturday,37.863611,-122.317566,2017-12-16 04:21:00,5
1788,17054027,GUN/WEAPON,WEAPONS OFFENSE,1200 FRANCISCO ST,Berkeley,CA,Friday,37.87304,-122.289659,2017-09-08 11:00:00,5
1789,17064454,THEFT FROM AUTO,LARCENY - FROM VEHICLE,ASHBY AVENUE & SHATTUCK AVE,Berkeley,CA,Friday,37.855293,-122.266502,2017-09-15 17:00:00,4
1791,17063033,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1600 TENTH ST,Berkeley,CA,Saturday,37.874845,-122.295237,2017-10-14 20:00:00,4
1794,17070282,DISTURBANCE,DISORDERLY CONDUCT,1900 HEARST AVE,Berkeley,CA,Saturday,37.873327,-122.273214,2017-11-18 13:50:00,3
1803,18000124,ROBBERY,ROBBERY,2100 SHATTUCK AVE,Berkeley,CA,Monday,37.871167,-122.268285,2018-01-01 18:45:00,3
1804,17063835,ASSAULT/BATTERY FEL.,ASSAULT,2400 DURANT AVE,Berkeley,CA,Friday,37.867513,-122.26127,2017-10-20 11:58:00,5
1808,17067692,BRANDISHING,WEAPONS OFFENSE,PIEDMONT AVENUE & WEBSTER ST,Berkeley,CA,Monday,37.855938,-122.250539,2017-11-06 20:12:00,5
1812,17048376,GUN/WEAPON,WEAPONS OFFENSE,100 BERKELEY SQ,Berkeley,CA,Thursday,37.871171,-122.267718,2017-08-17 12:40:00,5
1814,17073692,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1400 SHATTUCK AVE,Berkeley,CA,Monday,37.881957,-122.269551,2017-12-04 14:52:00,1
